from_node,to_node,distance,travel_time,link_type,route
698,3,8.698647425659281,6.953355256322368,0,-1
3,698,8.698647425659281,6.953355256322368,0,-1
699,700,45.38870530108144,36.281938689913225,0,-1
700,699,45.38870530108144,36.281938689913225,0,-1
700,264,101.55726204264762,81.18086494216438,0,-1
264,700,101.55726204264762,81.18086494216438,0,-1
701,543,73.91427241194329,59.08415060906738,0,-1
543,701,73.91427241194329,59.08415060906738,0,-1
701,543,152.92714234769144,122.24391874315864,0,-1
543,701,152.92714234769144,122.24391874315864,0,-1
703,509,131.32189634361933,104.97353824430003,0,-1
509,703,131.32189634361933,104.97353824430003,0,-1
703,470,165.5749743358408,132.3540961917193,0,-1
470,703,165.5749743358408,132.3540961917193,0,-1
704,707,109.41484772192487,87.4619086506194,0,-1
707,704,109.41484772192487,87.4619086506194,0,-1
704,514,157.53199893929605,125.92485926402563,0,-1
514,704,157.53199893929605,125.92485926402563,0,-1
705,147,28.06962657733995,22.437751061023143,0,-1
147,705,28.06962657733995,22.437751061023143,0,-1
706,136,13.717963524585167,10.965598340995339,0,-1
136,706,13.717963524585167,10.965598340995339,0,-1
709,700,128.6857441691762,102.86630229350615,0,-1
700,709,128.6857441691762,102.86630229350615,0,-1
709,710,104.19315187573915,83.28789118764121,0,-1
710,709,104.19315187573915,83.28789118764121,0,-1
711,712,66.97360450372466,53.536054759172394,0,-1
712,711,66.97360450372466,53.536054759172394,0,-1
711,622,278.95487615976396,222.98551251779693,0,-1
622,711,278.95487615976396,222.98551251779693,0,-1
711,581,93.85071756013704,75.02055760202802,0,-1
581,711,93.85071756013704,75.02055760202802,0,-1
712,549,112.0334529266895,89.5551182467542,0,-1
549,712,112.0334529266895,89.5551182467542,0,-1
712,574,39.79497595128077,31.81053233515649,0,-1
574,712,39.79497595128077,31.81053233515649,0,-1
713,528,57.04556906158179,45.59997526905019,0,-1
528,713,57.04556906158179,45.59997526905019,0,-1
714,713,85.76938887601956,68.56066257075905,0,-1
713,714,85.76938887601956,68.56066257075905,0,-1
714,529,57.65931895490179,46.090582697763224,0,-1
529,714,57.65931895490179,46.090582697763224,0,-1
715,13,1.1124173321466453,0.8892224877271346,0,-1
13,715,1.1124173321466453,0.8892224877271346,0,-1
716,16,488.04724796088806,390.1256978104621,0,-1
16,716,488.04724796088806,390.1256978104621,0,-1
718,354,237.63432974482146,189.95549939634012,0,-1
354,718,237.63432974482146,189.95549939634012,0,-1
719,513,67.10353952036674,53.63991968054896,0,-1
513,719,67.10353952036674,53.63991968054896,0,-1
720,283,57.53596956876898,45.9919820693597,0,-1
283,720,57.53596956876898,45.9919820693597,0,-1
720,721,84.47173260506456,67.52336739013954,0,-1
721,720,84.47173260506456,67.52336739013954,0,-1
721,723,55.714449348337624,44.53593073408284,0,-1
723,721,55.714449348337624,44.53593073408284,0,-1
722,110,273.5778612794284,218.68733915222097,0,-1
110,722,273.5778612794284,218.68733915222097,0,-1
723,722,180.77944559929773,144.50795011934272,0,-1
722,723,180.77944559929773,144.50795011934272,0,-1
724,725,212.22369530364176,169.64324164959376,0,-1
725,724,212.22369530364176,169.64324164959376,0,-1
725,123,404.34923038002466,323.22080765789343,0,-1
123,725,404.34923038002466,323.22080765789343,0,-1
726,626,225.86583887053317,180.54823251041822,0,-1
626,726,225.86583887053317,180.54823251041822,0,-1
727,642,65.94280842711012,52.71207708002408,0,-1
642,727,65.94280842711012,52.71207708002408,0,-1
728,624,13.853714707209129,11.074112475786675,0,-1
624,728,13.853714707209129,11.074112475786675,0,-1
729,620,49.842271339047315,39.84194351642471,0,-1
620,729,49.842271339047315,39.84194351642471,0,-1
731,665,71.52857131100572,57.177115356519366,0,-1
665,731,71.52857131100572,57.177115356519366,0,-1
2,1,46.98370987308128,37.556922360576564,0,-1
1,2,46.98370987308128,37.556922360576564,0,-1
2,7,72.90074118213629,58.273973766695676,0,-1
7,2,72.90074118213629,58.273973766695676,0,-1
3,1,23.35054403750259,18.665502827739882,0,-1
1,3,23.35054403750259,18.665502827739882,0,-1
3,7,93.93824935077602,75.09052705897365,0,-1
7,3,93.93824935077602,75.09052705897365,0,-1
4,2,21.068788657782765,16.841557680082147,0,-1
2,4,21.068788657782765,16.841557680082147,0,-1
5,4,18.482474265736823,14.774160084521842,0,-1
4,5,18.482474265736823,14.774160084521842,0,-1
6,0,117.06743145048219,93.57908189486986,0,-1
0,6,117.06743145048219,93.57908189486986,0,-1
7,716,1.1878749649480012,0.9495403396866516,0,-1
716,7,1.1878749649480012,0.9495403396866516,0,-1
8,698,106.10458349081333,84.8158141413376,0,-1
698,8,106.10458349081333,84.8158141413376,0,-1
9,6,117.05092720157033,93.56588905001627,0,-1
6,9,117.05092720157033,93.56588905001627,0,-1
10,8,117.7415969081089,94.11798313997515,0,-1
8,10,117.7415969081089,94.11798313997515,0,-1
11,9,105.93140409163507,84.67738136821349,0,-1
9,11,105.93140409163507,84.67738136821349,0,-1
12,16,250.78016776191464,200.46376319897254,0,-1
16,12,250.78016776191464,200.46376319897254,0,-1
12,10,97.09121724924104,77.61088509131979,0,-1
10,12,97.09121724924104,77.61088509131979,0,-1
13,5,350.7744586752173,280.3952507395822,0,-1
5,13,350.7744586752173,280.3952507395822,0,-1
13,5,342.96121450604113,274.14965188332627,0,-1
5,13,342.96121450604113,274.14965188332627,0,-1
14,11,206.3821777654503,164.97376320179882,0,-1
11,14,206.3821777654503,164.97376320179882,0,-1
14,715,148.3804037380671,118.60943544210001,0,-1
715,14,148.3804037380671,118.60943544210001,0,-1
15,14,29.570312081662017,23.63733979349482,0,-1
14,15,29.570312081662017,23.63733979349482,0,-1
16,17,9.372319402957778,7.491862032740031,0,-1
17,16,9.372319402957778,7.491862032740031,0,-1
